OBJECTID,Nombre del establecimiento educativo,Id del establecimiento educativo,NIT,Nombre de la sede educativa,Id de la sede educativa,Código de planta física,Fecha de la información,Dirección,Barrio,Teléfono,Email,Página web,Sector,Naturaleza Jurídica,Clase,Orden de la sede,Estado,Régimen y Categoría de Costos,Calendario,Género,Estrato,Zona,Nombre de la Localidad,Nombre UPL,Código UPL,Código UPZ,Nombre de la UPZ,Código Postal,Sector Censal,Especialidad para la Media,Carácter para la Media,Énfasis para el cáracter académico de la Media,Tipo de Discapacidad,Talentos o Capacidades Excepcionales,Grupos étnicos,Bilingue,Forma,coord_x,coord_y
2379,COLEGIO DE LA PRESENTACION SANS FACON,311848002432,8600067456,COLEGIO DE LA PRESENTACION SANS FACON,311848002432,0,2024/12/31,CL 170 # 17 A - 55,EL TOBERIN,6711198 -- 6714912,secretaria@colpresansfacon.edu.co  --  rectoria@colpresansfacon.edu.co,www.presentacionsansfacon.edu.co,No Oficial,Comunidad Religiosa,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Femenino,Estrato 3,URBANA,Usaquén,TOBERIN,26,12,TOBERIN,110131,8501,Académica,Académico,,,,INDIGENAS,Sin Información,,"-74,04112000032642","4,749809999899698"
2433,COLEGIO EL VERJON (IED),211001027485,8300406058,EL VERJON ALTO,211001027485,0,2024/12/31,KM 13 VIA CHOACHI,HOYA TEUSACA,3002066858,escdielverjonbajoe2@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Sin estrato,RURAL,Santa Fé,CERROS ORIENTALES,6,UPR 2,CERROS ORIENTALES,110321,0,Académica,Académico,AGROECOLOGICO,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE,,,Sin Información,,"-74,02400000016814","4,583000000129486"
2436,COLEGIO SIGLO XXI,311001008540,171364468,COLEGIO SIGLO XXI,311001008540,0,2024/12/31,AC 19 # 6 - 21 PISO 2,VERACRUZ,3342751,colegiosigloxxi@hotmail.com,www.colegiosigloxxi.tk  --  www.colegiosigloxxi.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 3,URBANA,Santa Fé,CENTRO HISTORICO,23,93,LAS NIEVES,110321,3109,Académica,Académico,,-INTELECTUAL-PSICOSOCIAL-SORDOCEGUERA-OTRA,,INDIGENAS-NEGRITUDES,Sin Información,,"-74,0711600002956","4,604839999791719"
2438,COLEGIO SAN BARTOLOME LA MERCED,311001010820,8600076271,COLEGIO SAN BARTOLOME LA MERCED,311001010820,0,2024/12/31,KR 5 # 33 B - 80,LA MERCED,3436300,sblmvi@sanbartolo.edu.co - sec_general@correosanbartolo.edu.co  --  sblmvi@correosanbartolo.edu.co,www.sanbartolo.edu.co,No Oficial,Comunidad Religiosa,Privado,A,Antiguo Activo,LIBERTAD REGULADA,B,Mixto,Estrato 3,URBANA,Santa Fé,CENTRO HISTORICO,23,91,SAGRADO CORAZON,110311,8103,Académica,Académico,,,"-TALENTO EXCEPCIONAL EN ARTES O LETRAS-TALENTO TECNOLOGICO, TALENTO EN CIENCIAS NATURALES, BASICAS O TECNOLOGIA-",INDIGENAS,Sin Información,,"-74,06486000022372","4,620550000490343"
2386,COLEGIO DE LA REINA,311848003439,8301363870,COLEGIO DE LA REINA,311848003439,0,2024/12/31,AC 183 # 13 - 90,SAN ANTONIO NORTE II SECTOR,6714255,coldelareina@etb.net.co -- colreinarectoria@yahoo.es  --  coldelareina@gmail.com,,No Oficial,Sociedad,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 3,URBANA,Usaquén,TOBERIN,26,9,VERBENAL,110141,8537,Académica,Académico,,-INTELECTUAL-,,,Sin Información,,"-74,03561000027494","4,760330000560548"
2389,JARDIN INFANTIL LAS PEQUEÑAS SEMILLAS,311848003714,518726536,JARDIN INFANTIL LAS PEQUEÑAS SEMILLAS,311848003714,0,2024/12/31,CL 145 A # 17 - 46,LOS CEDRITOS,6157979 -- 3112308584,laspequenassemillas@yahoo.com - lilimoon271@hotmail.com,www.laspequenassemillas.com,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 4,URBANA,Usaquén,USAQUEN,25,13,LOS CEDROS,110121,8515,Sin información,Sin información,,-MULTIPLE-,,,Sin Información,,"-74,04445000028743","4,727560000191805"
2391,COLEGIO GIOVANNI PASCOLI,311848004311,9016478484,COLEGIO GIOVANNI PASCOLI,311848004311,0,2024/12/31,KR 17 # 187 - 60  --  KR 16 # 188 - 27,VERBENAL SAN ANTONIO,6701032,colpascoli@hotmail.com - claritapascoli@gmail.com,www.colgiovannipascoli.com,No Oficial,Sociedad,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 3,URBANA,Usaquén,TOBERIN,26,9,VERBENAL,110141,8526,Académica,Académico,,-INTELECTUAL-PSICOSOCIAL-,"-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-",NEGRITUDES,Sin Información,,"-74,03805999980383","4,765520000091539"
2393,COLEGIO MARIA AUXILIADORA NORTE,411001108271,8600337855,COLEGIO MARIA AUXILIADORA NORTE,411001108271,0,2024/12/31,KR 8 G # 166 - 70,SANTA TERESA,6740258 -- 6711042  --  2711042,colegiomauxinorte@gmail.com - julandrearodriv@gmail.com,www.colegiomariaauxiliadoranorte.edu.co,No Oficial,Comunidad Religiosa,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Femenino,Sin estrato,URBANA,Usaquén,TOBERIN,26,11,SAN CRISTOBAL NORTE,110131,8503,Académica,Académico,,-INTELECTUAL-,,,Sin Información,,"-74,02956000044833","4,744560000483051"
2394,COLEGIO MONTERROSALES BILINGÜE,411001800752,9004967951,COLEGIO MONTERROSALES BILINGÜE,411001800752,0,2024/12/31,KM 4.5 VIA LA CALERA FINCA SAN JOSE,PARAMO,6486808  --  3102436625,contacto@colegiomonterrosales.edu.co  --  asistenterectoria@colegiomonterrosales.edu.co,https://www.colegiomonterrosales.edu.co,No Oficial,Sociedad,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Sin estrato,RURAL,Usaquén,CERROS ORIENTALES,6,UPR 2,CERROS ORIENTALES,111311,8318,Académica,Académico,,-FISICA-INTELECTUAL-MULTIPLE-PSICOSOCIAL-OTRA,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-",NEGRITUDES,Bilingüe Nacional,,"-74,01968000017018","4,67414999984796"
2395,COLEGIO SIMON RODRIGUEZ (IED),111001016314,8605325423,SIMON RODRIGUEZ,111001016314,211,2024/12/31,CL 69 # 11 - 27,QUINTA CAMACHO,2358681,coldisimonrodrigue2@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 4,URBANA,Chapinero,CHAPINERO,24,97,CHICO LAGO,110231,8201,Académica,Académico,ARTE Y LENGUAS EXTRANJERAS,FISICA-INTELECTUAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,06124999988022","4,654350000248156"
2397,COLEGIO SIMON RODRIGUEZ (IED),111001016314,8605325423,BOSQUE CALDERON TEJADA,111001020249,202,2024/12/31,DG 58 # 4 - 74 ESTE,MARIA CRISTINA,5407085,coldisimonrodrigue2@educacionbogota.edu.co,,Oficial,Oficial,Distrital,C,Antiguo Activo,,A,Mixto,Estrato 2,RURAL,Chapinero,CERROS ORIENTALES,6,90,PARDO RUBIO,110231,8205,Sin información,Sin información,,INTELECTUAL,CAPACIDADES EXCEPCIONALES,AFRODESCENDIENTES,Sin Información,,"-74,05399999995436","4,640999999972562"
2399,COLEGIO CAMPESTRE MONTE VERDE (IED),111001033901,8002101651,JULIO ANTONIO GAITAN,211001014545,212,2024/12/31,KR 1 ESTE # 101 A - 27,PARAMO,6320242  --  3057915735,campestremonteverde@educacionbogota.edu.co,colegio.redp.edu.co/camonteverde,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 2,RURAL,Chapinero,CERROS ORIENTALES,6,UPR 2,CERROS ORIENTALES,110211,208104,Sin información,Sin información,,INTELECTUAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS",,Sin Información,,"-74,03014999955387","4,675190000110809"
2401,COLEGIO SAN MARTIN DE PORRES (IED),111001034665,8300370151,ANTONIO JOSE DE SUCRE,111001014559,201,2024/12/31,KR 2 # 44 - 36,SIBERIA CENTRAL,2328403,escdisanmartindepo2@educacionbogota.edu.co  --  escsanmatindepo2@gmail.com,,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 1,URBANA,Chapinero,CHAPINERO,24,90,PARDO RUBIO,110231,8215,Académica,Académico,,INTELECTUAL,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE",INDIGENAS,Sin Información,,"-74,061259999926","4,63065000032628"
2402,GIMNASIO MODERNO,311001000832,8600138303,GIMNASIO MODERNO,311001000832,0,2024/12/31,KR 9 # 74 - 99,LA PORCIUNCULA,5401888,secretariageneral@gimnasiomoderno.edu.co,www.gimnasiomoderno.edu.co,No Oficial,Fundación,Privado,A,Antiguo Activo,LIBERTAD REGULADA,B,Mixto,Estrato 5,URBANA,Chapinero,CHAPINERO,24,97,CHICO LAGO,110221,8306,Académica,Académico,,-INTELECTUAL-MULTIPLE-,,INDIGENAS,Bilingüe Nacional,,"-74,05535999988717","4,658510000145383"
2405,COLEGIO NUEVO GIMNASIO,311001002428,8600070589,COLEGIO NUEVO GIMNASIO,311001002428,0,2024/12/31,CL 81 # 11 - 71,S. C. ESPARTILLAL,2578444,direccion@colegionuevogimnasio.edu.co -- secretaria@colegionuevogimnasio.edu.co,www.colegionuevogimnasio.edu.co,No Oficial,Fundación,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Femenino,Estrato 5,URBANA,Chapinero,CHAPINERO,24,97,CHICO LAGO,110221,8312,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE-,,,Sin Información,,"-74,05428000033685","4,665469999990514"
2409,CENTRO DE ESTUDIOS PSICOPEDAGOGICOS,311001017492,8600479440,CENTRO DE ESTUDIOS PSICOPEDAGOGICOS,311001017492,0,2024/12/31,CL 69 A # 9 - 62,S.C. QUINTA CAMACHO,3475908,omep_colombia@hotmail.com,www.normalsuperiorcepns.edu.co,No Oficial,Persona Natural,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 4,URBANA,Chapinero,CHAPINERO,24,97,CHICO LAGO,110231,8201,Académica,Académico,,,,,Sin Información,,"-74,05925999976057","4,653730000283891"
2411,COLEGIO NUEVA GRANADA,311001019941,8600065220,COLEGIO NUEVA GRANADA,311001019941,0,2024/12/31,KR 2 ESTE # 70 - 20,S.C. INGEMAR ORIENTAL,2123511 -- 3599355,sngrana@coll.telecom.com.co  --  manuel.bohorquez@cng.edu,www.cng.edu,No Oficial,Corporación,Privado,A,Antiguo Activo,LIBERTAD REGULADA,B,Mixto,Sin estrato,URBANA,Chapinero,CHAPINERO,24,90,PARDO RUBIO,110231,201110,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE-PSICOSOCIAL-,,,Sin Información,,"-74,05017000040115","4,647039999910547"
2413,COLEGIO FILADELFIA,311001087440,8600437872,COLEGIO FILADELFIA,311001087440,0,2024/12/31,CL 62 # 7 - 63,CHAPINERO,4608686,colfiladelfia@yahoo.com,,No Oficial,Asociación,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 3,URBANA,Chapinero,CHAPINERO,24,99,CHAPINERO,110231,8213,Sin información,Sin información,,,,,Sin Información,,"-74,06087999998438","4,647440000196782"
2418,COLEGIO UNILATINA,311001110034,8301275009,COLEGIO UNILATINA,311001110034,0,2024/12/31,CL 46 # 3 - 05 INT 1,PARDO RUBIO,5737488 EXT 107-127,secretariaacademica@unilatina.edu.co - colegiounilatina@unilatina.edu.co - zoraida.zapata@unilatina.edu.co,www.unilatina.edu.co,No Oficial,Corporación,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 4,URBANA,Chapinero,CHAPINERO,24,90,PARDO RUBIO,110231,8208,Académica,Académico,,-PSICOSOCIAL-,,INDIGENAS,Sin Información,,"-74,06228000010016","4,632009999890522"
2419,COLEGIO KUEPA,311001800308,9002417701,COLEGIO KUEPA,311001800308,0,2024/12/31,CL 72 # 13 -26/34/36  --  AC 85 # 19 B - 02,PORCIUNCULA,2120282 EXT 1101  --  1112,administracion.colombia@kuepa.com,,No Oficial,Sociedad,Privado,A,Antiguo Activo,LIBERTAD VIGILADA,A,Mixto,Estrato 3,URBANA,Chapinero,CHAPINERO,24,97,CHICO LAGO,110221,8306,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE-PSICOSOCIAL-VISUAL-OTRA,"-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-",INDIGENAS-NEGRITUDES-RAIZALES,Sin Información,,"-74,06063999978487","4,658700000056771"
2420,ARETE,311001800847,9012928020,ARETE,311001800847,0,2024/12/31,KR 4 # 66 - 35,SC GRANADA,3158407499  --  2177321,lsanchez@arete.edu.co,,No Oficial,Sociedad,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 4,URBANA,Chapinero,CHAPINERO,24,90,PARDO RUBIO,110231,8204,Académica,Académico,,-INTELECTUAL-PSICOSOCIAL-,,,Sin Información,,"-74,05562000017817","4,648930000540937"
2427,COLEGIO JORGE SOTO DEL CORRAL (IED),111001032409,8605325376,ATANASIO GIRARDOT,111001015563,301,2024/12/31,CL 1 D BIS # 2 - 03 ESTE,GIRARDOT,2338397  --  2461139,coldijorgesotodelc3@educacionbogota.edu.co,,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Santa Fé,CENTRO HISTORICO,23,96,LOURDES,110321,3210,Sin información,Sin información,,INTELECTUAL-MULTIPLE,CAPACIDADES EXCEPCIONALES,AFRODESCENDIENTES-INDIGENAS,Sin Información,,"-74,07336999962499","4,5847199999691615"
2428,COLEGIO JORGE SOTO DEL CORRAL (IED),111001032409,8605325376,EL GUAVIO,111001015512,316,2024/12/31,KR 4 A ESTE # 3 B - 46,EL GUAVIO,2338357  --  3057920473,coldijorgesotodelc3@educacionbogota.edu.co,,Oficial,Oficial,Distrital,C,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Santa Fé,CENTRO HISTORICO,23,96,LOURDES,110321,3205,Sin información,Sin información,,AUDITIVA-FISICA-MULTIPLE,,,Sin Información,,"-74,0703500001837","4,5885800005795625"
2430,COLEGIO ANTONIO JOSE URIBE (IED),111001036544,8605326310,LOS ANGELES,111001015491,306,2024/12/31,CL 3 # 11 B - 40,SAN BERNARDO,2800433,coldiantoniojoseur3@educacionbogota.edu.co,,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Santa Fé,CENTRO HISTORICO,23,95,LAS CRUCES,110321,3201,Sin información,Sin información,,INTELECTUAL,,,Sin Información,,"-74,08462999992743","4,593470000352526"
2431,COLEGIO MANUEL ELKIN PATARROYO (IED),111001094901,8605324890,MANUEL ELKIN PATARROYO,111001094901,302,2024/12/31,CL 32 A # 3 C - 37,LA PERSEVERANCIA,3383844  --  3383933,cedmanuelelkinpat3@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,Santa Fé,CENTRO HISTORICO,23,92,LA MACARENA,110311,8104,Académica,Académico,ARTE Y LENGUAS EXTRANJERAS,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,0645699997955","4,6176800004189555"
2482,COLEGIO LA VICTORIA (IED),111001018368,8300421894,SANTAFEREÑA I,111001018406,0,2024/12/31,KR 3 A ESTE # 37 A - 59 SUR,LAS GUACAMAYAS,3644235,cedlavictoria4@educacionbogota.edu.co,www.cedlavictoria.edu.co,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,San Cristóbal,SAN CRISTOBAL,21,50,LA GLORIA,110431,1331,Sin información,Sin información,,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,09375000032237","4,554250000349835"
2484,COLEGIO SAN ISIDRO SUR ORIENTAL (IED),111001018384,8301108926,OMAR TORRIJOS,111001035548,444,2024/12/31,KR 7 A # 35 A - 12 SUR,LAS LOMAS,3666894,cedsanisidrosuror4@educacionbogota.edu.co,,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,San Cristóbal,SAN CRISTOBAL,21,34,20 DE JULIO,110431,1409,Sin información,Sin información,,INTELECTUAL,CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO,INDIGENAS-NEGRITUDES,Sin Información,,"-74,10198000023948","4,564039999889072"
2485,COLEGIO AVE MARIA,111001020338,8301314693,COLEGIO AVE MARIA,111001020338,0,2024/12/31,CL 12 SUR # 4 - 40,SANTA ANA SUR,2460868  --  3138321208,amlova1@hotmail.com  --  avemaria.colegio2@gmail.com,www.colegioavemaria.edu.co,No Oficial,Comunidad Religiosa,Privado,A,Antiguo Activo,LIBERTAD REGULADA,A,Mixto,Estrato 3,URBANA,San Cristóbal,SAN CRISTOBAL,21,33,SOSIEGO,110411,1111,Académica,Académico,,-INTELECTUAL-,,,Sin Información,,"-74,08537999976487","4,576690000108469"
2486,COLEGIO ENTRE NUBES SUR ORIENTAL (IED),111001020443,8301114175,ANIBAL FERNANDEZ DE SOTO,111001020443,416,2024/12/31,CL 43 B SUR # 1 D - 03 ESTE,LA GLORIA OCCIDENTAL,2068676,cedanibalfernande4@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,San Cristóbal,SAN CRISTOBAL,21,50,LA GLORIA,110431,1311,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-SORDOCEGUERA-VISUAL,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN TECNOLOGIA",AFRODESCENDIENTES-NEGRITUDES,Sin Información,,"-74,09750999955537","4,548030000019246"
2488,COLEGIO ENTRE NUBES SUR ORIENTAL (IED),111001020443,8301114175,CANADA GÜIRA,111001032468,419,2024/12/31,CL 48 SUR # 2 - 99/27 ESTE,CANADA LA GUIRA II SECTOR,2082285,cedanibalfernande4@educacionbogota.edu.co,,Oficial,Oficial,Distrital,C,Antiguo Activo,,A,Mixto,Sin estrato,URBANA,San Cristóbal,USME - ENTRENUBES,5,51,LOS LIBERTADORES,110441,1330,Sin información,Sin información,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,TALENTO EXCEPCIONAL EN TECNOLOGIA,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,09870999965462","4,544319999896529"
2489,COLEGIO ENTRE NUBES SUR ORIENTAL (IED),111001020443,8301114175,SANTA RITA SUR ORIENTAL,111001041548,458,2024/12/31,TV 5 ESTE # 48 - 00 SUR,SANTA RITA SUR ORIENTAL,3635165,cedanibalfernande4@educacionbogota.edu.co,,Oficial,Oficial,Distrital,D,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,San Cristóbal,USME - ENTRENUBES,5,51,LOS LIBERTADORES,110441,1320,Sin información,Sin información,,,,,Sin Información,,"-74,09373000023089","4,541200000298561"
2490,COLEGIO MORALBA SURORIENTAL (IED),111001024686,8301153870,MORALBA SURORIENTAL,111001024686,442,2024/12/31,CL 43 SUR TV 16 ESTE -- KR 16 A ESTE # 42 C - 80 SUR,MORALBA,3627757  --  3631381  --  3643070  --  3632320,cedmoralbasurorie4@educacionbogota.edu.co -- colegiomoralba08@gmail.com,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Sin estrato,URBANA,San Cristóbal,SAN CRISTOBAL,21,50,LA GLORIA,110431,1316,Académica,Académico,EMPRENDIMIENTO,INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,,AFRODESCENDIENTES-INDIGENAS,Sin Información,,"-74,08055000012898","4,541510000061765"
2495,COLEGIO ALEMANIA UNIFICADA (IED),111001030864,8300700222,GUACAMAYAS,111001030864,428,2024/12/31,CL 37 SUR # 1 F - 00 ESTE,LAS GUACAMAYAS,3626978 -- 3645632,cedalemaniaunificada@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Sin estrato,URBANA,San Cristóbal,SAN CRISTOBAL,21,50,LA GLORIA,110431,1355,Académica,Académico,,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,09507000007221","4,555880000315623"
2496,COLEGIO ALEMANIA UNIFICADA (IED),111001030864,8300700222,ALEMANIA UNIFICADA,111001029629,413,2024/12/31,CL 38 SUR # 2 N - 09,LAS GUACAMAYAS,2074703,cedalemaniaunificada@educacionbogota.edu.co,,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,San Cristóbal,SAN CRISTOBAL,21,50,LA GLORIA,110431,1332,Sin información,Sin información,,FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-SORDOCEGUERA,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,10021000022783","4,558260000287269"
2502,COLEGIO JUAN REY (IED),111001034011,8300440562,JUAN REY,111001034011,433,2024/12/31,CL 70 SUR # 13 B - 27 ESTE,JUAN REY LA PAZ,3654888,cedjuanrey4@educacionbogota.edu.co,https://www.redacademica.edu.co/colegios/colegio-juan-rey-ied,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 1,URBANA,San Cristóbal,USME - ENTRENUBES,5,51,LOS LIBERTADORES,110441,1325,Académica,Académico,,INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE-SORDOCEGUERA,TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO,AFRODESCENDIENTES-NEGRITUDES,Sin Información,,"-74,08988999973364","4,522560000184006"
2452,COLEGIO VEINTE DE JULIO (IED),111001012033,8300246946,VEINTE DE JULIO,111001012033,461,2024/12/31,KR 7 A  # 24 - 01 SUR  --  KR 7 # 24 - 01 SUR,S.C. 20 DE JULIO,3660830,cedveintedejulio4@educacionbogota.edu.co,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Sin estrato,URBANA,San Cristóbal,SAN CRISTOBAL,21,34,20 DE JULIO,110421,1405,Académica,Académico,,AUDITIVA-FISICA-INTELECTUAL-MENTAL/PSICOSOCIAL-MULTIPLE,"CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN ARTES Y LETRAS",AFRODESCENDIENTES-INDIGENAS-NEGRITUDES-PALENQUEROS,Sin Información,,"-74,09394000029317","4,571159999709393"
2454,COLEGIO SAN JOSE SUR ORIENTAL (IED),111001012301,8300353694,SAN JOSE SUR ORIENTAL,111001012301,452,2024/12/31,CL 42 SUR # 12 A - 66 ESTE,SAN JOSE SURORIENTAL,3644229 -- 3644230 -- 3644231,escdisanjosesurori4@educacionbogota.edu.co,www.sanjosesuro.webs.com,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,San Cristóbal,SAN CRISTOBAL,21,50,LA GLORIA,110431,1327,Académica,Académico,,INTELECTUAL,CAPACIDADES EXCEPCIONALES-TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN TECNOLOGIA,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,08422999989435","4,546309999984019"
2456,COLEGIO JUANA ESCOBAR (IED),111001012335,8301041711,SAN LUIS SURORIENTAL,111001086576,453,2024/12/31,KR 12 ESTE # 57 - 50 SUR,LOS LIBERTADORES,3652789 -- 3652002,cedbasyjuanaescob4@educacionbogota.edu.co,www.colegiojuanaescobaried.edu.co,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,San Cristóbal,USME - ENTRENUBES,5,51,LOS LIBERTADORES,110441,1323,Sin información,Sin información,,INTELECTUAL-MULTIPLE,,AFRODESCENDIENTES-INDIGENAS-NEGRITUDES,Sin Información,,"-74,08906999957598","4,532040000044721"
2458,COLEGIO AGUAS CLARAS (CED),111001012475,8300375589,AGUAS CLARAS,111001012475,412,2024/12/31,CL 14 SUR # 25 - 11 ESTE,AGUAS CLARAS,3283369 -- 3332857,cedaguasclaras4@educacionbogota.edu.co  --  cedaguasclaras4@gmail.com,,Oficial,Oficial,Distrital,A,Antiguo Activo,,A,Mixto,Estrato 1,RURAL,San Cristóbal,CERROS ORIENTALES,6,UPR 2,CERROS ORIENTALES,110411,101306,Sin información,Sin información,,INTELECTUAL,"TALENTO EXCEPCIONAL EN ACTIVIDAD FISICA, EJERCICIO Y DEPORTE-TALENTO EXCEPCIONAL EN CIENCIAS SOCIALES O HUMANAS",,Sin Información,,"-74,06744000034726","4,561900000430823"
2460,COLEGIO ALTAMIRA SUR ORIENTAL (IED),111001014168,8301103362,NUEVA GLORIA,111001014192,438,2024/12/31,DG 47 SUR # 12 A - 23 ESTE,NUEVA GLORIA,3633499 -- 3719669,escdialtamirasuror4@educacionbogota.edu.co  --  altamirasuroriental@gmail.com,www.altamirasuroriental.edu.co,Oficial,Oficial,Distrital,B,Antiguo Activo,,A,Mixto,Estrato 2,URBANA,San Cristóbal,USME - ENTRENUBES,5,51,LOS LIBERTADORES,110441,1320,Sin información,Sin información,,AUDITIVA-FISICA-INTELECTUAL-MULTIPLE,TALENTO EXCEPCIONAL EN ARTES Y LETRAS-TALENTO EXCEPCIONAL EN LIDERAZGO SOCIAL Y EMPRENDIMIENTO,AFRODESCENDIENTES-NEGRITUDES,Sin Información,,"-74,08626000019699","4,539540000195671"
